171.1139,190.5905,188.966,170.8735,183.5995,95.7126,82.4584,115.1505,127.7195,254.0774,233.0381,273.2086,216.9469,315.7307,320.9588,323.1074,337.9216,0
179.0997,198.5135,197.6318,177.9143,182.5229,98.3698,91.9638,122.6367,134.9451,273.1922,307.8316,303.4979,269.3897,315.6553,323.4535,335.7119,318.6325,0
179.0997,198.5135,197.6318,177.9143,182.5229,98.3698,91.9638,122.6367,134.9451,273.1922,307.8316,303.4979,269.3897,315.6553,323.4535,335.7119,318.6325,0
181.8518,203.4965,195.6003,189.4384,179.8587,119.0808,105.7245,158.7005,162.1409,201.5255,263.7016,249.256,271.0469,287.4402,295.0193,266.419,316.2672,0
186.2292,214.1669,203.9496,200.0528,200.5891,115.0233,133.3127,142.4139,165.061,173.8555,223.4183,203.2785,209.6705,286.3929,273.8774,293.4777,293.8435,0
184.5035,202.596,203.382,198.0525,202.7216,113.3043,134.3392,126.109,171.5301,170.5073,239.6022,209.4702,239.7648,286.7967,285.0318,280.114,293.7366,0
203.8976,225.6761,220.6686,218.564,213.2448,133.8246,133.9209,138.2995,133.2086,190.9024,162.2312,188.9652,207.807,279.3329,280.6606,285.1018,271.7248,0
177.7353,196.0824,196.3384,182.1542,184.9634,101.922,122.3858,130.2937,151.7672,238.4563,68.3711,228.2984,226.318,287.0101,294.2341,253.8601,229.2722,0
168.8924,188.9841,185.2371,182.0989,180.5159,92.0983,121.9646,111.7828,139.4232,196.8439,46.8473,203.3757,189.9322,290.9896,276.1141,297.1247,293.8154,0
173.2106,193.4243,188.1847,186.5576,181.2762,91.607,99.8047,106.2865,114.3472,228.0388,165.2276,221.131,232.6254,287.8961,197.3923,299.002,257.5589,0
176.5222,194.7981,191.1614,190.7881,182.904,97.6778,98.9654,123.1309,101.2724,217.4884,176.271,223.6051,221.3305,293.7291,283.1902,280.0465,214.2606,0
175.1019,193.4601,192.3786,185.4504,180.4458,89.7626,114.6953,92.9865,119.7766,184.4944,182.0085,186.2917,196.1979,301.3982,289.9727,300.4397,299.6243,0
183.9287,201.0759,197.8761,193.8721,186.4516,95.8006,99.6309,115.7799,76.0491,178.2657,98.856,235.3258,234.6493,136.0937,74.9264,299.2609,302.1301,0
186.197,204.9716,202.2768,197.1008,193.7249,88.3167,117.0202,72.0304,89.2281,189.7195,34.5557,182.998,209.7161,200.1703,289.3112,312.6503,301.5476,0
186.197,204.9716,202.2768,197.1008,193.7249,88.3167,117.0202,72.0304,89.2281,189.7195,34.5557,182.998,209.7161,200.1703,289.3112,312.6503,301.5476,0
308.0579,308.0579,316.4978,317.4794,315.6748,257.8818,281.0728,156.3355,165.7991,115.6621,70.444,48.2147,61.1923,159.294,170.5525,282.067,272.5983,0
308.0579,308.0579,316.4978,317.4794,315.6748,257.8818,281.0728,156.3355,165.7991,115.6621,70.444,48.2147,61.1923,159.294,170.5525,282.067,272.5983,0
180.8057,198.4802,196.5736,192.3181,189.1499,108.4723,121.5414,71.634,94.7301,75.8097,134.7228,155.2649,157.8187,281.4478,282.0594,290.5771,289.8328,0
214.0899,233.0,230.1276,225.3724,218.8019,127.5907,139.037,87.5432,81.3702,92.8417,90.4768,167.3531,175.187,293.4581,290.2285,276.4052,272.0515,0
193.3366,209.1568,200.1403,201.9293,199.0314,141.6521,139.2888,76.3053,93.0258,70.7885,64.2893,50.8522,42.9908,154.5142,146.5961,225.0559,230.841,0
206.9344,225.7986,222.6689,208.2035,211.0335,119.5893,131.0786,83.8467,80.0168,91.6144,110.0288,175.473,181.9861,298.8839,292.7823,302.5842,310.5583,0
206.9344,225.7986,222.6689,208.2035,211.0335,119.5893,131.0786,83.8467,80.0168,91.6144,110.0288,175.473,181.9861,298.8839,292.7823,302.5842,310.5583,0
322.107,321.7,322.107,322.5965,322.5965,302.4938,302.4938,209.0217,219.709,193.2564,109.3142,52.7495,66.2922,121.215,111.8081,234.5647,234.5647,0
322.107,321.7,322.107,322.5965,322.5965,302.4938,302.4938,209.0217,219.709,193.2564,109.3142,52.7495,66.2922,121.215,111.8081,234.5647,234.5647,0
195.4697,214.8026,211.9548,206.9974,201.0074,116.1174,120.7335,83.7038,83.355,67.1602,17.7687,173.1554,182.4303,306.4768,303.0456,319.3186,312.2915,0
191.0945,199.5626,198.2149,192.281,197.7226,139.5072,145.184,86.2816,89.5675,76.6682,61.69,50.9638,45.4007,155.7511,165.6111,234.4765,234.5804,0
204.5862,214.5908,220.9589,206.8728,201.1292,124.9251,126.6665,87.2659,91.365,160.5621,19.2713,165.9254,175.248,287.7578,275.443,306.7115,293.573,0
153.0518,169.4444,171.3246,162.9143,170.3854,82.3912,128.7574,73.2872,164.5219,135.7573,201.0954,135.1211,159.5466,266.7491,279.9151,275.2987,287.7666,0
180.0528,188.9158,190.7978,172.9121,189.2491,97.6459,141.1322,68.2341,166.0454,155.9438,208.3005,124.0467,146.6313,275.1005,292.5365,292.5587,306.0856,0
181.3506,189.6196,192.9008,172.9592,188.8576,102.5073,137.8606,72.2059,154.1061,153.47,182.3839,123.3859,143.694,275.3395,284.4592,292.5901,301.7165,0
190.5729,207.8909,196.5717,194.6788,187.0086,132.45,121.2018,140.6655,115.0127,208.3581,149.7219,135.6246,119.0716,277.8153,275.543,294.0157,293.1078,0
191.6301,202.142,196.4322,188.0732,182.4448,119.0374,124.6985,100.2613,127.6651,80.3388,173.8952,148.5729,135.4373,269.7224,275.0467,286.7575,292.3059,0
208.4397,216.4839,219.232,208.4397,198.4353,134.1792,130.4266,105.3888,118.6392,124.8271,178.0057,147.3098,138.77,289.6719,291.829,307.6383,312.1578,0
202.9785,221.4595,219.4866,207.5386,212.2197,144.258,137.7167,134.8302,110.7556,184.5288,153.4762,111.7278,117.2973,266.8906,274.8005,291.4418,283.4576,0
171.134,190.1735,180.7868,176.0763,173.7245,108.4276,84.3921,130.323,84.3312,100.2495,194.9316,196.3011,198.7675,303.8586,307.5117,309.1332,319.5665,0
155.5716,164.4291,163.4571,160.115,155.5716,129.1898,99.9994,98.5719,46.1895,109.8053,65.803,58.728,43.7617,150.0272,145.9895,236.2048,248.6311,0
174.0709,191.5126,190.3396,192.9843,191.4922,156.1992,94.4838,159.8643,89.2133,125.8641,131.2374,202.9342,166.2749,286.1747,281.6944,293.4782,292.2775,0
153.1357,169.8627,169.5642,169.2216,175.3771,147.1727,91.755,158.4806,73.6695,109.0884,126.7114,198.7675,173.0474,280.9484,268.0623,294.2912,277.9905,0
167.6252,185.5446,178.5676,187.825,184.3132,151.418,109.3777,22.4008,31.3227,80.3741,92.5537,188.8263,182.694,295.5938,293.3327,303.2578,303.2578,0
141.0275,158.0867,162.6962,157.2856,184.7279,92.4195,132.7273,60.1194,143.8738,57.329,62.5069,223.9507,246.1353,99.4397,218.1217,317.002,317.6871,0
286.7235,306.4281,308.5602,308.2578,308.2578,222.3048,229.0859,128.4192,130.4886,161.9666,149.4918,13.8051,98.7118,198.4756,247.9786,296.366,296.5753,0
189.0043,210.2837,202.1329,207.1581,175.5991,101.4163,91.0927,136.1991,114.6405,46.0127,14.504,186.1296,176.9086,125.914,303.4785,253.7311,277.2669,0
183.8212,203.7684,199.3286,190.045,177.8886,109.8564,98.881,124.7418,120.8656,244.2181,59.1466,226.804,231.1086,296.636,295.5331,297.6398,299.6469,0
183.4609,200.8347,190.1219,194.5913,193.3021,108.5698,120.0327,109.0,112.5742,97.4738,85.3607,192.9022,191.6017,276.9975,277.6419,267.7571,285.0162,0
177.6612,198.6656,191.1752,195.8688,176.8396,121.7402,97.7628,174.3413,165.7459,196.8927,261.1421,237.7176,244.4821,265.0718,131.6069,278.5171,269.8297,0
206.8147,227.2384,221.9033,213.7018,204.9307,136.8757,122.0982,171.345,162.3033,222.4641,144.9203,250.314,238.6803,300.0606,303.3211,309.3146,303.3211,0
201.0802,220.2897,218.629,203.9279,209.0661,106.926,145.2096,134.4508,181.1353,164.5433,169.5686,221.8171,220.7508,275.727,266.9474,275.727,284.9477,0
178.6482,197.3385,196.9822,181.4316,191.1864,91.0158,134.6939,130.2542,187.7137,155.9871,204.3625,219.1018,212.4744,279.4742,271.8956,288.129,271.8956,0
205.9565,228.4682,221.436,222.0112,201.3785,137.1412,114.4172,138.0789,139.0261,157.2497,99.4407,214.9478,208.3396,297.066,280.8628,306.2838,300.1401,0
145.0068,170.3924,166.7917,171.0622,159.1878,103.5601,134.085,89.4621,180.0286,92.233,106.2689,207.0078,186.5908,169.1472,192.3162,267.3508,193.3638,1
143.2885,168.1809,169.7347,163.2522,164.8949,86.6717,146.8038,97.2631,192.9619,129.813,132.936,205.9452,186.9376,170.3194,189.079,270.1225,194.6059,1
151.5338,168.319,168.0863,171.4402,171.3889,93.0053,130.7261,97.1594,191.3054,105.1505,127.8931,207.0377,186.7224,164.7613,195.4758,269.5018,193.3398,1
